Species,th.len.m,th.len.m_se,th.wid.m,th.wid.m_se,th.hei.m,th.hei.m_se,th.vol.m,th.vol.m_se,wing.area.m,wing.area.m_se,resid.th.vol.m,wing.loading.m,tot.dry.mass.m,tot.dry.mass.m_se,sp.total.len,sp.total.len_se,testis.len,testis.len_se,agland.area,agland.area_se,resid.agland.area,rank.res.ag.area,eb.extn_bin,eb.extn.branched_bin,eb.extn.len,eb.extn.len_se,eb.area,eb.area_se,resid.eb.area,rank.res.eb.area,dry.testis.mass,dry.testis.mass_se,resid.testis.mass,rank.res.testis.mass,TRI.m.weighted,TRI.m.unweighted,sperm.per.cop,sperm.per.cop_se,th.len.f,th.len.f_se,th.wid.f,th.wid.f_se,th.hei.f,th.hei.f_se,th.vol.f,th.vol.f_se,resid.th.vol.f,wing.area.f,wing.area.f_se,wing.loading.f,tot.dry.mass.f,tot.dry.mass.f_se,sr.len,sr.len_se,ovariole.no,ovariole.no_se,egg.len,egg.len_se,egg.wid.mean,egg.w_se,egg.asp.ratio,egg.vol,egg.vol_se,chor.app.no,chor.app.len,app.len_se,spth.duct.len,spth.duct.len_se,spth.cap.len,spth.cap.len_se,spth.cap.wid,spth.cap.wid_se,spth.cap.vol,spth.cap.vol_se,spth.int.len,spth.int.len_se,spth.melanized_bin,sp.sotrage_bin,virgin.cop.dur,virgin.cop.dur_se,remating.int.50,monandry_bin,remating.cop.dur,remating.cop.dur_se,re.vir.cop.diff,sp.eject_bin,sp.eject.time,sp.eject.time_se,plug_bin,insemin.rxn_bin,Age.reproductive.maturity.f,Age.reproductive.maturity.m,std.aging.rate.f,std.aging.rate.m,life.expectancy.f,life.expectancy.m,net.repro.output,early.repro.output,std.sex.siz.diff,std.aging.rate.bias,life.expectancy.bias,anisogamy,OSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_guanche,1.003,0.011,0.635,0.009,0.928,0.005,0.590,0.004,1.457,0.039,0.018,0.041,0.240,0.014,0.278,0.003,0.599,0.038,0.090,0.005,-0.841,145,0,0,0,0,0.039,0.002,0.037,79,0.005,0.000,-0.777,120,119.3,344,20442.500,815.183,1.035,0.009,0.655,0.006,0.978,0.008,0.663,0.003,-0.122,1.727,0.034,-0.003,0.314,0.025,0.433,0.030,25.400,0.678,0.520,0.003,0.175,0.001,2.968,0.008,0.000,2.000,0.209,0.006,0.125,0.006,0.052,0.002,0.059,0.002,0.000,0.000,0.017,0.002,1,0,6.825,0.272,7.000,0,5.100,0.504,0.747,1,600.000,,1,0,4.000,2.000,3.560,3.950,39.483,26.184,68.000,16.000,0.115,-0.394,0.593,0.010,2.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_gunungcola,0.843,0.008,0.598,0.008,0.780,0.010,0.393,0.003,1.325,0.032,-0.417,-0.069,0.248,0.012,1.937,0.086,2.159,0.011,0.152,0.010,-0.149,87,0,0,0,0,0.011,0.001,-1.075,138,0.004,0.000,-1.204,141,124.2,366,1611.200,75.141,0.910,0.010,0.670,0.006,0.875,0.011,0.533,0.003,-0.386,1.529,0.027,-0.150,0.340,0.012,2.735,0.348,18.200,0.374,0.565,0.006,0.185,0.002,3.050,0.010,0.000,2.000,0.074,0.005,0.151,0.015,0.075,0.005,0.062,0.002,0.000,0.000,0.051,0.003,1,0,50.525,3.666,21.000,0,40.769,2.509,0.807,1,600.000,,1,0,4.000,3.000,4.110,5.270,46.979,16.553,47.000,24.000,0.304,-1.160,1.505,0.002,4.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_hematofila,1.060,0.002,0.708,0.012,0.953,0.015,0.714,0.005,2.006,0.021,-0.330,0.043,0.470,0.017,4.461,0.055,4.752,0.087,0.484,0.039,0.757,9,0,0,0,0,0.035,0.001,-0.166,97,0.025,0.002,-0.053,52,48.1,158,1322.800,83.010,1.130,0.015,0.783,0.009,1.075,0.015,0.951,0.007,-0.217,2.389,0.064,0.082,0.678,0.077,5.961,0.498,41.400,2.040,0.410,0.003,0.153,0.001,2.677,0.005,0.000,4.000,0.443,0.008,0.248,0.017,0.037,0.002,0.038,0.002,0.000,0.000,0.025,0.002,1,1,11.125,0.415,7.000,0,10.636,0.956,0.956,1,121.500,9.069,1,1,5.000,6.000,3.540,2.970,43.109,69.508,228.000,100.000,0.284,0.574,-0.689,0.000,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_hydei,1.248,0.008,0.844,0.011,1.162,0.011,1.224,0.007,2.608,0.035,-0.112,0.116,0.700,0.031,23.320,0.510,29.475,0.752,0.320,0.005,0.116,60,0,0,0,0,0.091,0.002,0.553,38,0.063,0.003,0.394,14,32.6,112,89.600,4.936,1.435,0.008,0.973,0.008,1.311,0.014,1.830,0.009,0.440,3.152,0.123,0.360,0.676,0.084,46.301,0.617,100.800,1.772,0.502,0.002,0.163,0.001,3.085,0.007,0.000,4.000,0.494,0.007,0.329,0.022,,,,,0.000,0.000,,,1,0,1.975,0.067,0.500,0,1.909,0.251,0.967,1,111.818,8.900,1,0,3.000,9.000,5.560,5.290,211.768,97.009,206.000,10.000,0.397,0.272,1.126,0.000,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_hypocausta,1.451,0.025,0.910,0.008,1.098,0.011,1.449,0.011,2.354,0.125,-0.284,-0.188,1.069,0.060,3.927,0.125,5.715,0.080,0.390,0.009,0.244,42,1,1,0.937,0.03764306,0.285,0.022,1.621,8,0.040,0.001,-0.566,98,63.2,148,448.600,108.228,1.486,0.023,0.978,0.032,1.025,0.016,1.489,0.019,-0.292,2.756,0.062,-0.049,1.639,0.107,7.152,0.187,64.000,1.517,0.507,0.004,0.174,0.002,2.915,0.008,0.000,4.000,0.657,0.008,0.122,0.005,0.153,0.002,0.129,0.005,0.002,0.000,0.130,0.004,1,0,16.154,0.969,14.000,0,12.714,1.169,0.787,1,370.000,36.056,1,1,4.000,4.000,4.290,3.970,45.085,54.956,121.000,0.000,0.027,0.316,-0.286,0.001,2.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_immigrans,1.374,0.036,0.920,0.006,0.968,0.028,1.223,0.016,2.390,0.162,0.207,0.217,0.470,0.038,1.695,0.029,2.617,0.110,0.260,0.013,-0.090,80,1,1,1.178666667,0.141796803,0.186,0.012,1.273,13,0.025,0.003,-0.062,54,53.6,147,721.800,41.391,1.476,0.010,1.028,0.025,1.070,0.020,1.623,0.017,0.155,3.082,0.082,0.252,0.893,0.060,3.781,0.050,51.400,2.839,0.485,0.005,0.161,0.002,3.010,0.007,0.000,4.000,0.450,0.009,0.093,0.005,0.114,0.004,0.128,0.001,0.002,0.000,0.097,0.004,1,0,33.575,2.036,35.000,1,27.000,2.940,0.804,1,268.560,50.161,1,1,4.000,3.000,2.300,2.150,40.264,50.069,245.000,10.000,0.281,0.151,-0.314,0.001,3.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_insularis,0.874,0.005,0.707,0.006,0.838,0.007,0.518,0.002,0.978,0.018,-0.320,-0.479,0.310,0.004,5.960,0.390,1.998,0.152,0.206,0.015,0.039,68,0,0,0,0,0.124,0.009,1.251,14,0.031,0.001,0.660,4,25.2,86,77.830,,0.912,0.004,0.659,0.006,0.816,0.006,0.490,0.002,-0.381,1.264,0.016,-0.293,0.292,0.005,7.131,0.271,30.000,0.707,0.472,0.005,0.165,0.003,2.867,0.007,0.000,2.000,0.232,0.006,0.188,0.032,0.105,0.002,0.103,0.002,0.001,0.000,0.094,0.003,0,0,22.400,1.474,14.000,0,18.545,0.918,0.828,1,447.000,9.434,1,0,4.000,0.000,4.010,4.430,59.029,42.243,439.000,145.000,-0.055,-0.419,0.483,0.000,3.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_jambulina,0.918,0.023,0.643,0.008,0.800,0.010,0.472,0.005,1.317,0.011,0.044,0.089,0.176,0.002,2.062,0.019,2.789,0.043,0.308,0.079,0.479,22,0,0,0,0,0.014,0.001,-0.886,134,0.007,0.001,-0.148,58,62.4,214,652.400,56.733,1.023,0.019,0.745,0.006,0.963,0.026,0.733,0.008,-0.120,1.712,0.013,-0.064,0.371,0.006,2.794,0.075,31.200,1.020,0.432,0.004,0.163,0.002,2.650,0.006,0.000,2.000,0.301,0.015,0.187,0.016,0.052,0.002,0.053,0.002,0.000,0.000,,,0,1,6.500,0.255,0.500,0,6.167,0.895,0.949,1,160.000,22.472,1,0,4.000,4.000,3.640,3.240,52.113,78.031,350.000,269.000,0.434,0.402,-0.582,0.001,-1.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_kanapiae,0.763,0.006,0.610,0.013,0.603,0.017,0.280,0.003,0.873,0.016,-0.315,-0.227,0.144,0.003,2.373,0.129,2.937,0.046,0.089,0.009,-0.546,124,0,0,0,0,0.008,0.001,-1.211,144,0.007,0.001,0.040,39,85.5,307,507.800,27.167,0.888,0.013,0.673,0.021,0.873,0.016,0.521,0.007,-0.188,1.086,0.030,-0.376,0.234,0.006,3.505,0.048,24.167,0.543,0.445,0.004,0.159,0.002,2.804,0.006,0.000,2.000,0.376,0.006,0.181,0.029,0.056,0.002,0.034,0.000,0.000,0.000,,,0,1,68.767,2.081,1.000,0,74.933,2.101,1.090,1,140.000,21.651,1,0,4.000,4.000,5.070,5.540,21.462,16.997,293.000,72.000,0.601,-0.469,0.336,0.001,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_kanekoi,1.604,0.017,1.044,0.013,1.412,0.005,2.365,0.013,3.533,0.034,0.031,0.114,1.330,0.078,24.290,0.180,29.752,0.566,0.360,0.016,-0.040,77,0,0,0,0,0.105,0.002,0.400,57,0.110,0.004,0.186,26,47.5,160,48.000,9.192,1.608,0.010,1.172,0.010,1.452,0.020,2.736,0.016,0.441,3.639,0.028,0.294,1.329,0.038,35.299,0.402,41.600,0.812,0.527,0.005,0.171,0.001,3.079,0.008,0.000,4.000,0.441,0.009,0.141,0.013,0.203,0.003,0.177,0.002,0.005,0.000,0.170,0.002,1,0,1.805,0.117,1.000,0,2.077,0.265,1.151,1,303.750,38.635,1,0,4.000,19.000,2.030,2.390,127.290,12.146,230.000,101.000,0.146,-0.364,3.390,0.000,3.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_kepulauna,1.235,0.016,0.917,0.021,1.162,0.016,1.316,0.013,1.515,0.030,0.504,-0.106,0.356,0.022,3.650,0.228,4.691,0.172,0.252,0.004,-0.152,88,1,0,0.279666667,0.104958722,0.082,0.010,0.420,53,0.012,0.001,-0.416,89,81.5,230,526.800,25.490,1.333,0.021,1.013,0.015,1.333,0.014,1.800,0.015,0.579,2.097,0.028,0.034,0.520,0.015,7.947,0.193,27.800,0.800,0.669,0.004,0.229,0.002,2.918,0.018,0.000,2.000,0.332,0.008,0.106,0.003,0.137,0.004,0.117,0.002,0.002,0.000,0.100,0.014,1,0,30.900,0.679,28.000,0,30.538,0.562,0.988,1,600.000,,1,1,4.000,5.000,3.280,2.890,20.112,16.512,52.000,2.000,0.311,0.392,0.285,0.002,3.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_kikkawai,0.963,0.029,0.820,0.015,0.945,0.022,0.746,0.010,1.361,0.027,-0.177,-0.280,0.409,0.019,2.870,,3.542,0.064,0.163,0.003,-0.349,110,0,0,0,0,0.020,0.001,-0.752,126,0.011,0.002,-0.701,111,113.7,347,844.800,39.675,1.153,0.007,0.813,0.020,1.118,0.013,1.046,0.010,0.039,1.963,0.029,-0.030,0.518,0.018,3.757,0.108,35.571,0.649,0.475,0.005,0.162,0.002,2.939,0.007,0.000,2.000,0.436,0.007,0.186,0.007,0.059,0.003,0.059,0.002,0.000,0.000,,,0,0,3.949,0.142,4.000,0,3.143,0.143,0.796,1,333.333,37.314,1,0,4.000,4.000,4.880,4.440,48.103,64.478,352.000,53.000,0.335,0.442,-0.423,0.001,0.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_lacicola,1.266,0.046,0.818,0.010,1.130,0.030,1.169,0.018,2.664,0.097,0.004,0.232,0.573,0.026,2.520,,3.880,0.132,0.123,0.010,-0.817,141,0,0,0,0,0.069,0.007,0.300,63,0.038,0.003,0.132,31,70.4,235,507.800,47.455,1.339,0.040,0.868,0.012,1.230,0.006,1.429,0.016,-0.008,2.621,0.134,0.071,0.947,0.016,3.892,0.037,29.400,0.678,0.555,0.003,0.174,0.002,3.180,0.009,0.000,4.000,0.394,0.010,0.136,0.004,0.103,0.002,0.094,0.002,0.001,0.000,0.078,0.003,1,0,3.051,0.168,2.000,0,2.857,0.275,0.936,0,,,0,0,3.000,3.000,4.430,3.910,60.028,88.986,174.000,2.000,0.200,0.524,-0.568,0.001,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_lacteicornis,0.933,0.022,0.680,0.009,0.788,0.007,0.499,0.005,1.068,0.039,-0.130,-0.258,0.234,0.015,5.196,,6.300,0.229,0.225,0.003,0.144,57,1,0,0,0,0.012,0.001,-1.066,136,0.004,0.001,-0.984,135,111.8,328,272.200,33.881,1.035,0.011,0.783,0.013,0.950,0.019,0.769,0.007,0.054,1.342,0.068,-0.242,0.300,0.014,6.647,0.140,19.400,1.030,0.499,0.005,0.185,0.003,2.696,0.009,0.000,2.000,0.411,0.019,0.167,0.013,0.000,0.000,,,0.000,0.000,,,0,1,20.975,0.752,2.000,0,25.429,2.294,1.212,1,245.625,43.542,1,0,4.000,4.000,4.590,4.820,48.077,39.263,232.000,89.000,0.426,-0.232,0.292,0.001,0.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_leonis,1.188,0.017,0.748,0.013,1.073,0.016,0.952,0.008,2.552,0.090,-0.038,0.287,0.466,0.009,2.241,0.059,2.823,0.081,0.332,0.020,0.261,40,1,0,0.22,0.039661064,0.050,0.002,0.080,76,0.018,0.002,-0.381,83,68.7,199,723.000,18.841,1.185,0.016,0.748,0.013,1.073,0.016,0.950,0.008,-0.187,2.989,0.092,0.323,0.643,0.027,5.273,0.148,39.400,1.400,0.468,0.004,0.157,0.002,2.984,0.006,0.000,4.000,0.425,0.007,0.167,0.004,0.030,0.003,0.023,0.002,0.000,0.000,0.015,0.002,1,1,1.950,0.080,3.000,0,2.692,0.286,1.381,1,600.000,,1,0,5.000,5.000,5.000,6.200,39.935,15.065,87.000,48.000,-0.002,-1.197,1.406,0.001,2.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_littoralis,1.371,0.016,0.873,0.007,1.123,0.018,1.343,0.010,2.985,0.077,0.312,0.447,0.463,0.033,7.720,0.080,8.060,0.085,0.477,0.036,0.478,23,0,0,0,0,0.054,0.038,-0.013,86,0.020,0.003,-0.272,74,61.1,183,278.833,10.196,1.403,0.015,0.885,0.011,1.190,0.013,1.478,0.010,0.381,2.971,0.030,0.383,0.520,0.021,10.901,1.198,41.200,0.200,0.507,0.004,0.179,0.002,2.839,0.008,0.000,4.000,0.640,0.011,0.175,0.015,0.128,0.002,0.120,0.001,0.002,0.000,0.104,0.002,1,0,5.200,0.218,1.000,0,5.308,0.286,1.021,1,335.000,10.897,1,0,4.000,10.000,3.260,3.550,83.216,24.883,449.000,44.000,0.095,-0.295,1.742,0.000,1.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_lummei,1.313,0.033,0.945,0.023,1.184,0.023,1.469,0.019,2.926,0.046,0.078,0.235,0.693,0.020,7.790,0.020,8.341,0.136,0.356,0.009,0.147,55,0,0,0,0,0.093,0.003,0.496,43,0.043,0.004,0.037,40,45.1,138,572.400,49.078,1.108,0.010,0.783,0.012,0.975,0.021,0.845,0.008,-0.457,2.876,0.051,0.204,0.832,0.038,11.119,0.423,37.400,0.748,0.545,0.005,0.181,0.002,3.021,0.009,0.000,4.000,0.383,0.007,0.182,0.013,0.121,0.002,0.101,0.002,0.001,0.000,0.104,0.003,1,0,2.375,0.099,7.000,0,2.000,0.160,0.842,1,414.545,22.638,1,0,6.000,7.000,3.970,3.830,40.768,47.226,171.000,83.000,-0.539,0.142,-0.212,0.000,1.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_lutescens,1.063,0.021,0.773,0.008,0.930,0.008,0.763,0.006,1.706,0.023,0.044,0.063,0.320,0.012,1.274,0.044,1.754,0.024,0.168,0.009,-0.326,106,0,0,0,0,0.017,0.001,-0.889,135,0.007,0.002,-0.825,124,120.8,365,338.600,29.313,0.908,0.013,0.688,0.010,0.830,0.020,0.518,0.006,-0.349,2.283,0.060,0.286,0.304,0.007,2.424,0.089,21.200,0.374,0.590,0.003,0.200,0.002,2.954,0.012,0.000,2.000,0.624,0.012,0.184,0.005,0.060,0.002,0.072,0.002,0.000,0.000,0.044,0.003,1,0,37.550,0.728,4.000,0,37.750,1.095,1.005,1,600.000,,1,0,4.000,3.000,2.650,2.850,134.362,103.342,238.000,57.000,-0.383,-0.199,0.379,0.003,1.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_macrospina,1.050,0.014,0.788,0.007,1.065,0.022,0.881,0.008,1.875,0.038,-0.061,0.011,0.436,0.023,6.944,0.249,8.971,0.114,0.173,0.008,-0.361,112,1,1,0.656666667,0.019502137,0.111,0.002,0.900,23,0.017,0.001,-0.322,78,77.2,213,686.400,72.717,1.206,0.017,0.883,0.015,1.098,0.009,1.169,0.009,-0.137,2.440,0.032,0.037,0.840,0.019,13.179,0.415,38.000,0.447,0.434,0.002,0.166,0.005,2.616,0.006,0.000,4.000,0.259,0.005,0.171,0.014,0.150,0.005,0.140,0.008,0.003,0.000,0.096,0.013,1,0,27.051,0.746,14.000,0,24.538,0.998,0.907,1,322.500,4.910,1,1,4.000,4.000,2.690,2.600,65.029,69.697,62.000,13.000,0.282,0.086,-0.100,0.000,2.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_malagassya,0.883,0.012,0.680,0.010,0.840,0.013,0.504,0.004,1.195,0.030,-0.016,-0.083,0.206,0.015,3.874,0.063,5.057,0.147,0.274,0.034,0.334,33,0,0,0,0,0.009,0.002,-1.395,146,0.013,0.001,0.271,22,50.1,201,242.000,19.837,0.913,0.007,0.668,0.009,0.825,0.009,0.503,0.003,-0.334,1.345,0.013,-0.219,0.281,0.034,5.530,0.254,30.000,0.707,0.615,0.003,0.200,0.002,3.066,0.013,0.000,2.000,0.350,0.007,0.160,0.014,0.063,0.004,0.061,0.003,0.000,0.000,,,0,1,4.250,0.163,2.000,0,4.643,0.248,1.092,1,273.138,7.367,1,0,4.000,4.000,3.890,3.510,46.500,62.934,58.000,3.000,-0.003,0.380,-0.437,0.001,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_malerkotliana,0.835,0.010,0.650,0.011,0.768,0.031,0.417,0.006,1.119,0.048,-0.002,-0.028,0.160,0.008,1.781,0.090,2.496,0.056,0.141,0.005,-0.247,97,0,0,0,0,0.033,0.004,0.017,83,0.003,0.001,-0.866,126,108.7,306,1358.800,35.856,0.965,0.012,0.793,0.012,0.940,0.012,0.719,0.006,0.141,1.267,0.018,-0.218,0.231,0.016,2.450,0.096,38.000,1.095,0.433,0.004,0.157,0.002,2.768,0.006,0.000,2.000,0.288,0.006,0.159,0.012,0.077,0.005,0.056,0.003,0.000,0.000,0.065,0.001,1,0,13.556,0.269,14.000,0,9.000,0.674,0.664,1,212.143,14.795,1,0,4.000,2.000,3.770,3.540,45.247,54.408,172.000,9.000,0.533,0.225,-0.266,0.001,2.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_mauritiana,0.910,0.008,0.685,0.013,0.883,0.017,0.550,0.005,1.160,0.015,0.056,-0.122,0.210,0.013,0.980,,1.385,0.056,0.103,0.004,-0.680,134,0,0,0,0,0.027,0.001,-0.311,106,0.003,0.000,-1.160,139,130.9,379,1532.000,103.000,0.950,0.019,0.725,0.020,0.898,0.011,0.618,0.008,-0.151,1.282,0.092,-0.281,0.293,0.011,1.173,0.027,25.600,1.364,0.521,0.005,0.178,0.001,2.925,0.009,0.000,2.000,0.463,0.014,0.193,0.007,0.039,0.002,0.068,0.001,0.000,0.000,0.026,0.002,1,0,15.800,0.240,4.000,0,23.700,0.690,1.500,1,600.000,,1,0,3.000,1.000,5.120,4.970,64.556,66.756,340.000,163.000,0.116,0.149,-0.048,0.003,1.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_mayaguana,0.988,0.011,0.755,0.010,0.890,0.010,0.664,0.005,1.350,0.051,-0.256,-0.266,0.391,0.013,1.801,0.028,2.396,0.040,0.318,0.035,0.368,30,0,0,0,0,0.031,0.003,-0.245,101,0.010,0.001,-0.711,113,85.7,244,1415.800,42.643,1.060,0.012,0.820,0.013,0.985,0.019,0.856,0.008,-0.215,1.384,0.005,-0.408,0.567,0.015,2.962,0.110,40.000,1.225,0.458,0.005,0.152,0.001,3.008,0.006,0.000,4.000,0.593,0.018,0.197,0.011,0.038,0.003,0.036,0.002,0.000,0.000,,,0,1,7.050,0.256,7.000,0,8.154,0.939,1.157,1,283.333,17.401,1,0,8.000,6.000,3.610,4.060,40.808,40.028,116.000,79.000,0.253,-0.449,0.028,0.001,1.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_melanica,1.138,0.010,0.740,0.008,1.015,0.023,0.854,0.008,2.493,0.054,0.086,0.400,0.350,0.017,4.930,0.090,5.763,0.224,0.614,0.039,0.921,5,1,2,1.513,0.296241456,0.131,0.002,1.087,18,0.017,0.001,-0.088,55,32.6,78,925.200,33.310,1.273,0.011,0.860,0.008,1.203,0.013,1.318,0.007,0.280,1.879,0.054,-0.068,0.508,0.014,8.358,0.230,34.000,0.775,0.527,0.004,0.174,0.002,3.035,0.008,0.000,2.000,0.339,0.008,0.207,0.010,0.071,0.003,0.077,0.003,0.000,0.000,0.050,0.004,1,0,5.585,0.204,14.000,0,5.154,0.373,0.923,1,423.000,23.854,1,0,4.000,4.000,3.070,2.640,71.097,102.896,101.000,56.000,0.427,0.427,-0.533,0.001,2.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_melanogaster,0.958,0.006,0.690,0.011,0.870,0.005,0.575,0.003,1.482,0.027,0.176,0.168,0.191,0.007,1.850,0.010,2.333,0.079,0.212,0.014,0.023,71,0,0,0,0,0.060,0.005,0.486,44,0.010,0.001,0.079,34,47.1,149,1414.000,32.000,0.975,0.012,0.780,0.012,0.910,0.019,0.692,0.006,-0.201,1.759,0.030,-0.049,0.386,0.024,2.413,0.102,37.714,3.076,0.509,0.005,0.187,0.003,2.727,0.009,0.000,2.000,0.331,0.010,0.208,0.005,0.053,0.000,0.068,0.001,0.000,0.000,0.038,0.001,1,0,28.100,0.810,3.000,0,24.510,0.330,0.872,1,600.000,,1,0,4.000,2.000,4.160,4.490,62.442,46.072,433.000,270.000,0.185,-0.327,0.439,0.002,1.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_mercatorum,1.183,0.014,0.770,0.010,0.990,0.013,0.901,0.007,2.292,0.134,-0.228,0.099,0.552,0.010,1.079,0.009,2.807,0.047,0.648,0.064,0.952,3,0,0,0,0,0.050,0.004,0.089,75,0.033,0.001,0.045,38,34.9,116,959.400,51.952,1.502,0.018,0.978,0.013,1.257,0.016,1.846,0.013,0.370,2.751,0.100,0.183,0.771,0.054,3.403,0.170,50.400,1.327,0.445,0.004,0.155,0.001,2.876,0.006,0.000,4.000,0.353,0.006,0.210,0.010,0.059,0.002,0.029,0.001,0.000,0.000,,,0,1,2.878,0.161,2.000,0,1.769,0.166,0.615,1,195.000,14.832,1,1,4.000,6.000,4.240,3.540,78.996,81.409,87.000,50.000,0.687,0.702,-0.043,0.002,0.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_meridiana,1.040,0.009,0.743,0.006,0.963,0.014,0.743,0.005,1.778,0.018,-0.232,-0.043,0.437,0.026,1.790,0.196,2.481,0.039,0.346,0.039,0.404,26,1,0,0.453333333,0.110798616,0.093,0.009,0.804,28,0.019,0.001,-0.239,70,48.4,124,764.400,50.875,1.145,0.012,0.798,0.012,1.108,0.008,1.011,0.007,-0.087,2.239,0.056,0.053,0.605,0.016,3.362,0.121,40.800,0.490,0.433,0.004,0.151,0.001,2.863,0.005,0.000,4.000,0.387,0.005,0.151,0.003,0.076,0.003,0.063,0.001,0.000,0.000,0.061,0.002,1,0,2.225,0.076,1.000,0,1.769,0.122,0.795,1,115.500,4.500,1,0,5.000,6.000,4.220,3.900,67.284,82.415,130.000,34.000,0.306,0.318,-0.293,0.001,-0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
