Species,v_cop_dur_mean,v_cop_dur_se,RI50,RI50_2,RI50_3,Monandry,remating_cop_dur_mean,remating_cop_dur_se,sperm_per_cop_mean,sperm_per_cop_se,ejection_time_mean,ejection_time_se,sp.l_mean,sp.l_se,SR.l_mean,SR.l_se,th.l.M_mean,th.l.M_se,th.w.M_mean,th.w.M_se,th.h.M_mean,th.h.M_se,th.l.F_mean,th.l.F_se,th.w.F_mean,th.w.F_se,th.h.F_mean,th.h.F_se,Ovariole_mean,Ovariole_se,egg_l_mean,egg_l_se,egg_w_mean,egg_w_se,egg_vol_mean,egg_vol_se,egg_vol_mean2,Sperm_storage_organ,testis.l_mean,testis.l_se,AG.area_mean,AG.area_se,Plug,insemination_rxn,male_dry_mass_mean,male_dry_mass_se,male_dry_testis_mean,male_dry_testis_se,mean_gsi,female_dry_mass_mean,female_dry_mass_se,male_wing_area_mean,male_wing_area_se,female_wing_area_mean,female_wing_area_se,number_appendage,app_l_mean,app_l_se,spth_duct_length_mean,spth_duct_length_se,capsule_length_mean,capsule_length_se,capsule_width_mean,capsule_width_se,introvert_mean,introvert_se,comment
D_melanica,5.585365854,0.203552623,14,14,14,0,5.153846154,0.372898451,925.2,33.30975833,423,23.85372088,4.93,0.09,8.3576,0.230048821,1.1375,0.01045825,0.74,0.008291562,1.015,0.023184046,1.273015873,0.010528968,0.86031746,0.007776158,1.203174603,0.012698413,17,0.387298335,0.5266,0.003646484,0.1735,0.001747931,0.008326778,0.000204982,0.008300007,0,5.762666667,0.224311044,0.614333333,0.038515509,1,0,0.3497,0.016605993,0.01692,0.001254352,0.048384329,0.50804,0.013862777,2.493,0.053749419,1.8792,0.053879866,2,0.338525,0.007708635,0.2066,0.010240117,0.071,0.003082207,0.0772,0.002672078,0.0504,0.004130375,
D_melanogaster,28.1,0.81,3,3,3,0,24.51,0.33,,,,,1.85,0.01,2.412909091,0.101984442,0.9575,0.006373774,0.69,0.010752907,0.87,0.005,0.975,0.011858541,0.78,0.011592023,0.91,0.018708287,18.85714286,1.538065752,0.5092,0.004708671,0.1867,0.00259057,0.009320182,0.00026061,0.009293422,0,2.333,0.078589652,0.212,0.0140119,1,0,0.19064,0.007107855,0.00968,0.000996193,0.050776332,0.38584,0.023582209,1.4818,0.027256926,1.7588,0.029983996,2,0.330928571,0.010487284,0.2082,0.004726521,0.0478,0.001624808,0.0854,0.0036,0.0358,0.00174356,
D_mercatorum,2.87804878,0.160772229,2,2,2,0,1.769230769,0.166172838,959.4,51.95247829,195,14.83239697,1.07896,0.009495767,3.4032,0.169817667,1.1825,0.014031215,0.77,0.010155048,0.99,0.012747549,1.501587302,0.017817416,0.977777778,0.012895299,1.257142857,0.016187364,25.2,0.663324958,0.44545,0.003688157,0.1549,0.001475948,0.005607296,0.000118174,0.005596293,1,2.807333333,0.04684134,0.648,0.063955714,1,1,0.55226,0.010260926,0.03336,0.000725672,0.06040633,0.7709,0.054422137,2.292,0.133571704,2.7506,0.0995528,4,0.353363636,0.006138438,0.2102,0.009956907,,,,,,,non-melanized
D_meridiana,2.225,0.075849885,1,1,1,0,1.769230769,0.121626064,764.4,50.87494472,115.5,4.5,1.79,0.196366321,3.3616,0.120762411,1.04,0.009185587,0.7425,0.006373774,0.9625,0.014252193,1.145,0.011592023,0.7975,0.0121192,1.1075,0.0075,20.4,0.244948974,0.43335,0.004395138,0.15135,0.001034344,0.005204754,9.52E-05,0.005197593,0,2.481,0.038591882,0.345666667,0.038855859,1,0,0.43668,0.026405821,0.01896,0.000959479,0.043418522,0.60454,0.016431938,1.7784,0.01836464,2.2386,0.05599875,4,0.387077922,0.004853414,0.1512,0.003261901,0.0762,0.002922328,0.0634,0.000927362,0.0614,0.002039608,
D_meridionalis,1.875,0.102453867,14,14,14,0,1.692307692,0.133234678,1051.6,26.31083427,253.5,14.04457191,1.5566125,0.008087964,2.6586,0.041201456,1.125,0.008838835,0.7525,0.008291562,1.05,0.014252193,1.1775,0.009185587,0.8,0.008838835,1.12,0.0075,23.6,0.556776436,0.43705,0.002601088,0.1514,0.001141098,0.005254806,9.67E-05,0.005245435,0,2.9495,0.1075,0.369666667,0.025247662,1,1,0.31106,0.016650093,0.00948,0.001709503,0.030476435,0.43884,0.031350289,2.0372,0.043893507,2.5768,0.034501304,4,0.374853333,0.006121641,0.1484,0.002357965,0.0668,0.001067708,0.0638,0.001854724,0.0508,0.003246537,
D_merina,6.775,0.236121166,2,2,2,0,6.230769231,0.257050483,675,39.02435137,88.5,5.220153254,5.033555556,0.079623264,8.1332,0.115919972,1.1125,0.0125,0.8325,0.009354143,1.0575,0.0175,1.208134921,0.012771676,0.906706349,0.013126826,1.150039683,0.014022374,13.7,0.681909085,0.4827,0.003562303,0.1757,0.001443862,0.007813647,0.000144722,0.007802242,0,5.691666667,0.075410727,0.459666667,0.025181563,0,0,0.37944,0.009496136,0.01864,0.000646993,0.049125026,0.50724,0.011038777,1.6962,0.014277255,1.924,0.020671236,2,0.339794872,0.005992143,0.1328,0.00406694,0.1146,0.001363818,0.0768,0.00235372,0.0952,0.005033885,
D_mettleri,8.837209302,0.232779518,1,1,1,0,6.769230769,0.410656856,553.4,109.5338304,90.96,3.810721716,2.79,0.01,6.0818,0.206377421,1.1575,0.010897247,0.745,0.006373774,1.08,0.014031215,1.228571429,0.012895299,0.819047619,0.008093682,1.174603175,0.011223917,19.6,0.659545298,0.43385,0.003556517,0.15135,0.001926648,0.005215717,0.000134266,0.00520359,1,3.822,0.096821141,0.424666667,0.037315472,1,0,0.48226,0.010584923,0.02134,0.001878191,0.04424999,0.81372,0.05093401,2.1706,0.049409108,2.5102,0.027277097,4,0.606828947,0.006397104,0.394333333,0.019341952,,,,,,,non-melanized
D_micromelanica,7.76,1,100,35,,1,,,996.2,11.54729406,0,,1.41,0.01,2.2592,0.048169908,0.98,0.006373774,0.695,0.0075,0.9475,0.004677072,1.1725,0.00728869,0.7825,0.006373774,1.0925,0.008477912,13.3,0.717635005,0.52205,0.006005031,0.1856,0.004224241,0.009497427,0.000450189,0.009416005,1,1.631333333,0.028823216,0.256,0.011,1,0,0.2795,0.009444152,0.00352,0.000539815,0.012593918,0.4342,0.007598684,1.512,0.039092199,2.002,0.041124202,2,0.452925,0.008229589,0.131,0.007549834,0.0266,0.00116619,0.0272,0.000663325,0.0132,0.001392839,
D_mojavensis,2.925,0.161671953,7,7,7,0,3.545454545,0.207304623,1598.8,53.88265027,427.5,9.287087811,1.9,0.04,4.8226,0.103280976,0.915,0.019921722,0.7,0.01045825,0.925,0.01045825,0.9775,0.010752907,0.705,0.010155048,0.9575,0.011592023,17.7,0.2,0.4439,0.002939656,0.15735,0.002262131,0.005775996,0.000168327,0.005754628,0,2.743666667,0.042191363,0.4156,0.068882944,1,1,0.22264,0.01483181,0.01476,0.001362938,0.066295365,0.36158,0.02633113,1.1898,0.038514153,1.6056,0.031686906,4,0.528052632,0.007878572,0.235,0.00795613,0.0444,0.001363818,0.0456,0.0014,0.0306,0.000509902,
D_monieri,8.125,0.196728043,1,1,1,0,6.545454545,0.340150672,912.8,28.54014716,392.1428571,31.12679796,2.121068043,0.011323155,3.81775,0.362408006,1.0775,0.020310096,0.73,0.011592023,0.86,0.017410485,1.1425,0.006373774,0.8075,0.006373774,1.0725,0.0121192,10.4,0.484767986,0.59,0.006608209,0.2114,0.001865758,0.013833644,0.000297442,0.013805769,0,2.375,0.087797115,0.133,0.008082904,1,0,0.35466,0.039559709,0.01358,0.002549,0.038290193,0.48776,0.040376461,1.4606,0.103676709,1.7246,0.039487466,2,0.41745,0.009684375,0.1104,0.017054618,0.1036,0.002657066,0.0602,0.0012,0.0902,0.004328972,
D_montana,2.825,0.128539628,1,1,1,0,2.888888889,0.196187334,1069.8,34.93336514,,,3.34,0.02,5.1412,0.292304875,1.29,0.028140041,0.82,0.006373774,1.0775,0.008291562,1.314047619,0.03491378,0.8325,0.006373774,1.15,0.011858541,13.2,0.339116499,0.61495,0.005945133,0.194735,0.002359017,0.012238093,0.000309309,0.012210303,0,5.073,0.098475039,0.360666667,0.041337365,1,0,0.73772,0.022080113,0.07074,0.002374574,0.09589004,0.83126,0.025691995,3.1964,0.087825737,3.155,0.07812106,4,0.384122449,0.016721016,0.1204,0.002315167,0.0954,0.00116619,0.1066,0.002227106,0.0744,0.00087178,
D_mulleri,1.475,0.087614394,3,3,3,0,1.384615385,0.140441681,975.8333333,85.49948018,47.30769231,4.757429568,2.207472222,0.003537607,5.4754,0.142802171,0.875,0.01677051,0.635,0.009185587,0.85,0.008838835,0.895,0.013462912,0.675,0.01118034,0.895,0.010155048,13.4,0.291547595,0.44745,0.002619236,0.17315,0.001238154,0.007027151,9.50E-05,0.007024059,1,2.945,0.077500538,0.201666667,0.011609383,1,1,0.18528,0.021878652,0.00844,0.001352257,0.045552677,0.23066,0.010551332,1.3244,0.030691367,1.4214,0.030457511,4,0.580630137,0.008454091,0.20086,0.047648605,0.0474,0.0026,0.0388,0.002177154,0.0308,0.003307567,
D_nasuta,22.54166667,0.78265683,21,21,21,0,19.22222222,1.942062033,528,30.44010512,230,34.35112807,3.638633333,0.096858053,6.557,0.148626041,1.241269841,0.011664237,0.993650794,0.011878277,1.215873016,0.012895299,1.311190476,0.034552624,0.8325,0.012869538,0.995,0.016583124,21.5,0.540061725,0.54085,0.005908636,0.19855,0.004262736,0.011270614,0.000515075,0.011163882,0,4.183333333,0.058692229,0.283333333,0.019099156,0,1,0.4892,0.034630767,0.01708,0.003288373,0.034914146,0.57484,0.067249934,1.9274,0.040549476,2.0212,0.117249051,4,0.513675,0.009451251,0.106,0.008286535,0.127,0.00212132,0.12375,0.00425,0.06,0.003109126,
D_nebulosa,2.225,0.075849885,21,21,21,0,2.083333333,0.228908257,,,,,6.05,0.42,11.4526,0.311658242,0.888157895,0.006081327,0.696710526,0.007756465,0.886842105,0.01018262,0.958552632,0.006962503,0.763815789,0.008048574,0.942105263,0.008667137,9.875,0.314576435,0.49695,0.003558884,0.1758,0.001789737,0.008071145,0.000204951,0.008041722,0,2.024,0.016643317,0.255666667,0.016475571,0,0,0.18811,0.004161388,0.01172,0.000449362,0.062303971,0.271115789,0.004098119,2.147736842,0.024820507,2.546315789,0.025865266,2,0.337583333,0.006059626,0.1915,0.017783419,0.13525,0.001796988,0.1075,0.003968627,0.081,0.023140873,
D_neonasuta,20.31707317,0.490692672,14,14,14,0,22.84615385,1.694055042,,,409.0909091,15.1480299,4.549083333,0.209292774,8.8732,0.087332926,1.266666667,0.010528968,0.914285714,0.010765603,1.038095238,0.014720029,1.396825397,0.025097442,1.00952381,0.008093682,1.184126984,0.024895853,16.8,0.463680925,0.5127,0.00390081,0.17545,0.002681786,0.008295144,0.000233476,0.008263589,0,5.071333333,0.140391516,0.296,0.031628047,1,1,0.57778,0.025378069,0.01752,0.001710672,0.03032296,0.96226,0.104879782,1.8862,0.028839903,2.4588,0.132254074,4,0.6368,0.010860255,0.1266,0.016860012,0.133,0.003701351,0.1254,0.002501999,0.0534,0.002891366,
D_nigricruria,6.756097561,0.177312208,3,3,3,0,6.833333333,0.207193854,867.8,30.15526488,,,2.254222222,0.047796379,3.935,0.140799503,0.9575,0.006373774,0.6375,0.006846532,0.9,0.01045825,1.0175,0.017940875,0.7125,0.008838835,0.97,0.009354143,27.8,0.339116499,0.44695,0.003435477,0.1686,0.002540617,0.006674858,0.000193966,0.006652313,1,2.678333333,0.074117774,0.124333333,0.002027588,0,1,0.3531,0.005119375,0.00708,0.001167647,0.020050977,0.406,0.020042779,2.3378,0.031596519,2.5466,0.099354215,4,0.2749125,0.006007332,0.1506,0.0081523,0.058,0.006587868,9.0418,8.989555297,0.0308,0.002853069,
D_nigrohydei,2.675,0.14494694,0.5,0.5,0.5,0,1.4,0.163299316,43.4,5.418486874,79.5,11.41271221,15,0.02,36.1782,2.138618161,1.314285714,0.013654485,1.063492063,0.007098628,1.149206349,0.010765603,1.452,0.018547237,1.004,0.017204651,1.24,0.008944272,20.875,0.239356777,0.47095,0.002986351,0.16145,0.001344531,0.006438997,0.0001255,0.00642761,0,17.87666667,0.390312837,0.141666667,0.005487359,0,0,0.60536,0.039724446,0.05064,0.000717356,0.083652703,0.55328,0.005153969,3.3896,0.061473246,3.5318,0.0618,4,0.46895,0.010184827,0.3636,0.012812494,0.1756,0.004377214,0.1414,0.048923001,0.1504,0.003668787,
D_nikananu,13.40425532,0.355555323,4,4,4,0,5.769230769,0.230769231,2048.6,125.4227252,,,0.84802,0.005577849,1.0252,0.018136703,0.725,0.008838835,0.63,0.011592023,0.755,0.010897247,0.87,0.012869538,0.6775,0.00728869,0.87,0.008477912,8.4,0.367423461,0.67295,0.006223671,0.2447,0.002973656,0.021183632,0.00060848,0.021098392,1,1.095666667,0.012128937,0.124,0.006658328,1,0,0.15802,0.014083941,0.00482,0.000713723,0.030502468,0.21904,0.012658302,0.9914,0.021960419,1.3938,0.037789417,2,0.354325,0.007999951,0.128,0.006542171,,,,,,,non-melanized
D_novamexicana,2.290322581,0.13274236,1,1,1,0,2.153846154,0.273771237,537.4,55.46854965,196.1538462,13.20637286,6.72,0.15,9.5382,0.186664244,1.308373016,0.035076896,0.885,0.014469796,1.1675,0.015612495,1.308373016,0.035076896,0.885,0.014469796,1.1675,0.015612495,14,0.273861279,0.6154,0.005510946,0.17895,0.001755405,0.010358614,0.000263291,0.01031857,0,6.914333333,0.076544831,0.239666667,0.01728519,1,0,0.60488,0.015074396,0.03598,0.00411575,0.059482873,0.81836,0.030257323,2.5296,0.054178963,2.654,0.053279139,4,0.326545455,0.009592113,0.1334,0.002420744,0.1098,0.001655295,0.1028,0.001984943,0.0832,0.001772005,
D_pallidifrons,24.075,0.734137816,21,21,21,0,16.8,0.928559218,1008.6,53.50289712,231.6666667,12.01850425,1.442022222,0.029372331,4.40225,0.136324597,1.0175,0.0075,0.7,0.008838835,0.9825,0.011592023,1.125,0.016298006,0.7775,0.009185587,1.0925,0.009354143,15.4,0.187082869,0.50805,0.003367394,0.16895,0.00200588,0.00760953,0.000174035,0.007593141,0,2.326666667,0.041074458,0.109666667,0.021058121,1,0,0.26144,0.010819039,0.00294,0.000229347,0.01124541,0.32704,0.027333873,1.8118,0.030063932,2.1082,0.116649646,4,0.642375,0.008978656,0.11075,0.001108678,0.1175,0.002254625,0.0935,0.003378856,0.04675,0.00075,
D_pallidipennis,21.85365854,1.52081532,7,7,7,0,15,1.245504738,735.2,45.84364732,283.5,12.7377392,2.72889,0.086760767,6.198,0.292754505,1.33015873,0.013654485,0.958730159,0.014720029,1.161904762,0.016947743,1.482539683,0.012895299,1.025396825,0.01634227,1.377777778,0.019697895,19.4,0.430116263,0.6329,0.004645824,0.211,0.002468752,0.014792776,0.000371067,0.014753621,0,3.759333333,0.174136281,0.227,0.017691806,1,0,0.57424,0.032387075,0.00882,0.001040385,0.015359432,0.8795,0.032484027,2.1384,0.056738523,2.6236,0.090748884,4,0.608897436,0.018788969,0.3152,0.023474241,0.1812,0.027684653,0.1636,0.027897312,0.1158,0.015344054,
D_pallidosa,5.125,0.152700058,7,7,7,0,5.615384615,0.180400606,697.2,11.31989399,,,2.26305,0.04839051,4.9406,0.212506141,0.9325,0.017940875,0.7375,0.008838835,0.9775,0.008291562,1.025,0.008838835,0.79,0.010752907,0.9125,0.006846532,16.21428571,0.554818105,0.50065,0.005304058,0.16635,0.001759598,0.007286234,0.000189829,0.007254015,0,2.525333333,0.034459316,0.097,0.017214335,1,0,0.24796,0.008749491,0.00832,0.001575881,0.033553799,0.4229,0.018405787,1.47175,0.019189298,1.8228,0.037338184,2,0.274575,0.007625185,0.1345,0.002020726,0.0985,0.000866025,0.07,0.001154701,0.091,0.001154701,
D_pandora,5.317073171,0.18947625,21,21,21,0,5.071428571,0.286400275,1086.8,75.74457076,458.5714286,19.80973073,3.21534,0.023323713,5.8742,0.127405023,0.9075,0.017047727,0.705,0.019202864,0.875,0.022008521,1.0325,0.010155048,0.7775,0.008291562,0.9425,0.02076656,12,0.591607978,0.48945,0.005742948,0.16245,0.002712035,0.006827608,0.000273474,0.006763109,0,4.156,0.103532604,0.15,0.00305505,1,0,0.1709,0.015561587,0.00758,0.000994686,0.044353423,0.27588,0.003743448,1.1048,0.027745991,1.4194,0.01593926,2,0.362444444,0.009281798,0.1474,0.012262137,0.1012,0.000734847,0.0726,0.00116619,0.0934,0.001630951,
D_parabipectinata,12.69767442,0.583583921,21,21,21,0,11.78571429,1.191446491,1305.6,80.64155256,382.5,39.17679707,1.9576,0.029181501,3.7106,0.080894128,0.84,0.021065374,0.665,0.010752907,0.8275,0.015512092,0.91,0.009185587,0.735,0.00728869,0.8875,0.018540496,11.375,1.463087489,0.450210526,0.003798722,0.151526316,0.002632865,0.005442332,0.000186426,0.005412406,0,2.374,0.093585968,0.133666667,0.008875685,1,0,0.21424,0.00757777,0.00326,0.000957914,0.01521658,0.2759,0.010553056,1.1436,0.037000811,2.496,0.020238577,2,0.296105263,0.005443433,0.1844,0.006845436,0.0832,0.003307567,0.0666,0.001363818,0.0752,0.003307567,
D_paramelanica,4.846153846,0.203008617,100,35,,1,,,1261.4,84.78124793,0,,2.80812,0.051981481,5.7136,0.085977672,1.1,0.008838835,0.795,0.011592023,1.075,0.019764235,1.222222222,0.022447834,0.914285714,0.008093682,1.196825397,0.017095761,18.4,0.187082869,0.48075,0.003655475,0.1886,0.002095609,0.008979928,0.000219954,0.008953674,0,3.016,0.063516402,0.389666667,0.04664166,1,0,0.3378,0.031152351,0.00422,0.000715122,0.012492599,0.451,0.006135878,2.1088,0.096611283,2.6088,0.051332641,2,0.4381,0.008477804,0.1706,0.008028699,0.0736,0.002249444,0.0844,0.00443396,0.049,0.003768289,
D_paranensis,2.840909091,0.121404666,4,4,4,0,3.153846154,0.153846154,,,148.5,14.39618005,2.2488,0.0310247,6.6216,0.235026296,1.11,0.009185587,0.75,0.008838835,1.0675,0.006373774,1.1725,0.009185587,0.7675,0.006373774,1.0775,0.01,20.1,0.764852927,0.4537,0.002298327,0.15975,0.002527224,0.00612725,0.000208154,0.006062463,1,3.036666667,0.041530444,0.300333333,0.013169831,1,0,0.42322,0.037053359,0.02226,0.00255198,0.052596758,0.5964,0.023138431,0.0446,0.00116619,0.0524,0.0006,4,0.3891,0.006389947,0.2622,0.014582181,0.0386,0.001805547,0.033,0.001643168,0.0182,0.002672078,
D_parthenogenetica,33.23076923,1.167752457,21,21,21,0,37.61538462,1.824120658,784.4,120.2237913,274.2857143,20.36653918,5.53291,0.146991861,9.3616,0.087837691,1.07,0.014031215,0.7625,0.008838835,0.915,0.0121192,1.0625,0.006846532,0.7825,0.009354143,1.0275,0.022844584,17.9,1.029563014,0.458,0.002156996,0.16895,0.001648724,0.006856409,0.000135224,0.006845111,0,7.051333333,0.06507517,0.186,0.007571878,1,1,0.45846,0.024366588,0.01026,0.001486809,0.02237927,0.57648,0.012185335,1.6462,0.034281774,1.8988,0.050496931,4,0.325225,0.005600651,0.1926,0.005626722,0.1598,0.00507346,0.1322,0.002517936,0.0718,0.007391887,
D_paulistorum,28.41860465,0.652308753,7,7,7,0,29.5,1.157976291,,,,,8.81,0.53,10.3244,0.327537876,0.789375,0.008074234,0.628125,0.006594144,0.755625,0.009179989,0.865,0.006761929,0.699375,0.007612911,0.89125,0.008935993,15.5,0.612372436,0.45235,0.004381345,0.16085,0.001250842,0.006137273,0.000117395,0.006127952,0,2.584333333,0.085458242,0.357,0.001154701,1,0,0.3005,0.004623003,0.0275,0.000518297,0.091514143,0.144715,0.010523881,1.968,0.041389485,2.4007,0.024365107,2,0.2757,0.0071586,0.2522,0.021822924,0.1004,0.003854867,0.1092,0.002853069,0.0832,0.003104835,
D_pegasa,6.225,0.210273022,1,1,1,0,2.538461538,0.183113549,870,93.95317983,,,3.628611111,0.15827573,6.0086,0.15566329,1.0475,0.00728869,0.6475,0.00728869,0.9075,0.011592023,1.155,0.011592023,0.7375,0.006846532,1.065,0.010752907,18.7,0.2,0.44005,0.00240004,0.1574,0.002651995,0.00578633,0.000222873,0.005708344,0,4.719666667,0.05191446,0.297666667,0.015762121,0,0,0.2666,0.006473562,0.01442,0.001170214,0.054088522,0.531133333,0.030569611,1.7194,0.048490824,2.095333333,0.074586266,4,0.519517544,0.007096111,0.2088,0.011968291,0.067,0.00219089,0.046,0.001870829,0.0476,0.001122497,
D_peninsularis,1.825,0.112588996,3,3,3,0,1.384615385,0.140441681,826,79.70382676,230,10.60660172,2.16748,0.018471665,6.33675,0.143562632,1.2075,0.009354143,0.7825,0.010897247,1.14,0.008291562,1.0125,0.01045825,0.6575,0.010155048,0.985,0.009185587,20,1.083974169,0.45825,0.004303533,0.143,0.003461822,0.004948594,0.000224089,0.004906515,1,3.176666667,0.056628418,0.151666667,0.019675139,1,1,0.61546,0.009199815,0.03256,0.001208553,0.052903519,0.86014,0.02844327,1.9656,0.0404099,2.5344,0.024416388,4,0.3547,0.005982289,0.2424,0.008652167,0.0424,0.00429651,0.0424,0.002976575,0.0258,0.00348425,
D_persimilis,8.5,0.06,7,7,7,0,9,0.275240941,,,,,0.32,0.017,0.4642,0.011846518,1.0225,0.01,0.765,0.009185587,0.9325,0.013462912,1.1275,0.00728869,0.8375,0.014790199,1.085,0.010752907,21.33333333,0.586893895,0.4709,0.003900675,0.17,0.002066016,0.007146288,0.000181726,0.007125661,0,0.728666667,0.018021592,0.117666667,0.001763834,1,0,0.27848,0.008220365,0.01038,0.000662873,0.037273772,0.38898,0.01375883,2.014,0.085491715,2.1164,0.026360197,2,0.2315,0.004764048,0.106666667,0.002859681,0.048666667,0.001744834,0.078333333,0.001605546,0.037333333,0.001686548,
D_prolongata,5.393939394,0.245949744,4,4,4,0,5.375,1.034019549,2078.2,113.6148758,,,2.51212,0.023698574,3.5298,0.094614164,1.64,0.014142136,1.06,0.014142136,1.452,0.01356466,1.524,0.014696938,1.004,0.011661904,1.416,0.007483315,10.5,0.387298335,0.7082,0.004847463,0.243,0.002899183,0.021923389,0.000474824,0.021896116,0,3.941333333,0.049720329,0.219333333,0.003480102,1,0,1.11408,0.056894722,0.03316,0.006717485,0.029764469,0.89502,0.020769145,2.814,0.091936391,2.7652,0.067249089,2,0.5701,0.012097825,0.1796,0.017385626,0.0712,0.002709243,0.0738,0.001157584,0.0564,0.0027313,
D_prosaltans,23,0.374448448,3,3,3,0,220.5,17.61391495,,,0,,8.24,0.28,12.226,0.052435675,0.8325,0.01879162,0.6475,0.010752907,0.8275,0.020691182,1.0625,0.044546324,0.7225,0.004677072,1.0225,0.0121192,18.7,0.435889894,0.49055,0.004401839,0.1831,0.003402708,0.008685691,0.000351939,0.008611099,0,3.351666667,0.246090995,0.1,0.005507571,0,0,0.17728,0.011358098,0.01178,0.00111866,0.066448556,0.2403,0.022466353,1.0672,0.027304578,1.5452,0.046132852,2,0.351962963,0.005925819,0.2456,0.038195026,,,,,,,non-melanized
D_prostipennis,48.79487179,2.019199173,100,35,,1,,,1473.8,111.3810576,0,,2.286395833,0.074157516,4.1238,0.117965843,1.0075,0.015612495,0.77,0.011592023,0.8275,0.016007811,1.22,0.012869538,0.895,0.010155048,0.9775,0.014469796,10.4,0.291547595,0.53115,0.005163778,0.20875,0.001803323,0.012140215,0.000254431,0.012119056,0,3.140333333,0.084222589,0.221333333,0.033288303,1,0,0.33906,0.016059346,0.01758,0.005147174,0.05184923,0.5935,0.013279345,1.3836,0.019247337,1.8334,0.04996859,2,0.4895,0.0165,0.1566,0.00538145,0.0592,0.002332381,0.0732,0.002416609,0.0444,0.002315167,
D_pseudoananassae,10.05555556,0.287143691,100,35,,1,,,1595.6,120.2707778,0,,2.34065,0.096075962,3.175,0.057997414,0.805,0.015103807,0.6625,0.013110111,0.79,0.015512092,0.93,0.013462912,0.7225,0.009185587,0.875,0.013110111,13.625,0.943729304,0.4811,0.003398839,0.1654,0.00156676,0.006898531,0.000125676,0.006891361,0,3.2605,0.370813183,0.1384,0.01716275,1,0,0.1388,0.004426285,0.00436,0.000574978,0.031412104,1.80906,0.052592515,1.0006,0.038822159,1.6464,0.0784,2,0.309333333,0.005903361,0.21675,0.004732424,0.05575,0.001887459,0.057,0.00147196,0.02975,0.004497685,
D_pseudoobscura,5.4,0.1,4,4,4,0,5.5,0.1,,,,,0.36,0.01,0.4958,0.008546344,1.015,0.010752907,0.77,0.008477912,0.95,0.013110111,1.075,0.01677051,0.8975,0.009185587,1.025,0.01045825,20.91666667,0.62472216,0.43395,0.004778502,0.16155,0.00195,0.005941008,0.000150784,0.005929966,0,0.715333333,0.011464922,0.108666667,0.004910307,1,0,0.256,0.006026027,0.00608,0.000481041,0.02375,0.30796,0.007770882,1.927,0.015773395,2.1958,0.022769278,2,0.26705,0.004132334,0.1345,0.003180671,0.041666667,0.000333333,0.081166667,0.000909823,0.026833333,0.000703167,
D_pseudotakahashii,30.15555556,1.449470665,21,21,21,0,28.11111111,2.642833309,1134.4,28.55801114,0,,1.807113333,0.034857072,2.2914,0.096572046,0.96,0.008291562,0.6925,0.006373774,0.88,0.010155048,1.0575,0.006373774,0.7825,0.0075,0.9475,0.010752907,12.8,0.339116499,0.58685,0.005275203,0.1952,0.021190688,0.01434478,0.000370351,0.011708071,0,2.026333333,0.018906201,0.127333333,0.012115188,1,0,0.2412,0.013355149,0.00548,0.00020347,0.022719735,0.31986,0.009840457,1.2364,0.022619903,1.7614,0.025535466,3,0.455233333,0.010370458,0.124,0.004049691,0.0544,0.001469694,0.0488,0.000734847,0.0316,0.002481935,
D_punjabiensis,4.090909091,0.197281155,1,1,1,0,5.090909091,0.504992782,1694,115.899094,303,10.19803903,0.95325,0.023065125,1.5052,0.115361779,0.85,0.008838835,0.6125,0.008838835,0.79,0.008291562,0.915,0.01,0.68,0.010897247,0.8675,0.005,13.3,0.339116499,0.4428,0.005894511,0.1514,0.003174238,0.005392135,0.000283143,0.005314446,1,2.125,0.072830854,0.158,0.007937254,1,0,0.1397,0.007379566,0.0041,0.000781025,0.029348604,0.26568,0.008803261,1.099,0.020137031,1.4324,0.022793859,2,0.371294118,0.011140402,0.131,0.005709641,,,,,,,non-melanized
D_quadrilineata,15.85,0.405965137,14,14,14,0,15.18181818,0.671743753,1200.2,54.1150626,,,1.114625,0.051682273,1.4656,0.117192406,1.231746032,0.012895299,0.895238095,0.008093682,1.133333333,0.01982539,1.250793651,0.021531206,0.933333333,0.009255479,1.234920635,0.005939139,12.8,0.254950976,0.49775,0.004735574,0.1827,0.001231388,0.008712142,0.000157748,0.008699354,0,1.285333333,0.064162121,0.201333333,0.031965259,1,1,0.5099,0.014244402,0.01586,0.001634197,0.031104138,0.76884,0.042729903,1.9828,0.016362763,2.2106,0.072123228,4,0.621825,0.013380664,0.1376,0.007826877,0.0736,0.001363818,0.069,0.00148324,0.028,0.00181659,
D_quinaria,7.461538462,0.248738121,1,1,1,0,7.583333333,0.357989617,502.6,36.89525715,202.5,23.47871376,2.74424,0.078965091,5.0828,0.184314514,1.314285714,0.013654485,0.920634921,0.017388018,1.273015873,0.018374344,1.33968254,0.019179438,0.955555556,0.009255479,1.307936508,0.028659476,17,0.273861279,0.5085,0.004781268,0.1872,0.001234589,0.009336555,0.000143695,0.009330422,0,3.804333333,0.026269966,0.169333333,0.011566234,1,1,0.45376,0.017760591,0.02098,0.000517107,0.046235896,0.4896,0.007731171,2.3586,0.051166004,2.731,0.056346251,3,0.173525,0.008663953,0.1152,0.008070936,0.0994,0.003613862,0.1142,0.002267157,0.0786,0.002694439,
